Telecom Circle name,srcYear,srcMonth,Service provider,Wireless subscribers,Proportion of VLR on a peak day,Wireline subscribers,srcStateName
Haryana,2020,Apr-2020,Bharti,,103.34,,Haryana
Haryana,2020,Apr-2020,Bharti Airtel,,,23080,Haryana
Haryana,2020,Apr-2020,Bharti Airtel (including Tata Tele.),4482455,,,Haryana
Haryana,2020,Apr-2020,Reliance Com.,136,52.94,1487,Haryana
Haryana,2020,Apr-2020,Reliance Jio,9348593,63.73,25178,Haryana
Haryana,2020,Apr-2020,Tata Tele.,,,37813,Haryana
Haryana,2020,Apr-2020,Vodafone Idea,8646982,90.39,360,Haryana
Punjab,2020,Apr-2020,BSNL,42129.33377412,0.2998734438,2277.646631875,Haryana
Punjab,2020,Apr-2020,Bharti,,0.7093216348,,Haryana
Punjab,2020,Apr-2020,Bharti Airtel,,,967.33227957,Haryana
Punjab,2020,Apr-2020,Bharti Airtel (including Tata Tele.),73707.617513915,,,Haryana
Punjab,2020,Apr-2020,Quadrant,,,1317.73833285,Haryana
Punjab,2020,Apr-2020,Reliance Com.,2.30223538,0.15219524395,67.515238185,Haryana
Punjab,2020,Apr-2020,Reliance Jio,100794.291026215,0.4753096082,300.070153785,Haryana
Punjab,2020,Apr-2020,Tata Tele.,,,88.24264216,Haryana
Punjab,2020,Apr-2020,Vodafone Idea,66888.571171675,0.6520571725,22.07523165,Haryana
Himachal Pradesh,2020,Apr-2020,BSNL,2992738,38.21,93617,Himachal Pradesh
Himachal Pradesh,2020,Apr-2020,Bharti,,100.95,,Himachal Pradesh
Himachal Pradesh,2020,Apr-2020,Bharti Airtel,,,0,Himachal Pradesh
Himachal Pradesh,2020,Apr-2020,Bharti Airtel (including Tata Tele.),3278997,,,Himachal Pradesh
Himachal Pradesh,2020,Apr-2020,Reliance Com.,104,33.65,1045,Himachal Pradesh
Himachal Pradesh,2020,Apr-2020,Reliance Jio,3637021,68.64,840,Himachal Pradesh
Himachal Pradesh,2020,Apr-2020,Tata Tele.,,,1917,Himachal Pradesh
Himachal Pradesh,2020,Apr-2020,Vodafone Idea,837019,91.08,60,Himachal Pradesh
Jammu and Kashmir,2020,Apr-2020,BSNL,1225455.52165032,56.2530407364,114614.95916064,Jammu and Kashmir
Jammu and Kashmir,2020,Apr-2020,Bharti,,92.8160499996,,Jammu and Kashmir
Jammu and Kashmir,2020,Apr-2020,Bharti Airtel,,,1819.3471704,Jammu and Kashmir
Jammu and Kashmir,2020,Apr-2020,Bharti Airtel (including Tata Tele.),5742351.67603332,,,Jammu and Kashmir
Jammu and Kashmir,2020,Apr-2020,Reliance Com.,0,,0,Jammu and Kashmir
Jammu and Kashmir,2020,Apr-2020,Reliance Jio,3989927.13719484,72.431536542,15626.82279264,Jammu and Kashmir
Jammu and Kashmir,2020,Apr-2020,Tata Tele.,,,0,Jammu and Kashmir
Jammu and Kashmir,2020,Apr-2020,Vodafone Idea,605922.81552168,79.0437875484,0,Jammu and Kashmir
Bihar,2020,Apr-2020,BSNL,1357209.24984309,11.84648359734,35076.468170828,Jharkhand
Bihar,2020,Apr-2020,Bharti,,23.10341032258,,Jharkhand
Bihar,2020,Apr-2020,Bharti Airtel (including Tata Tele.),8322572.47028644,,,Jharkhand
Bihar,2020,Apr-2020,Reliance Com.,91.682109498,23.7266561588,474.773758634,Jharkhand
Bihar,2020,Apr-2020,Reliance Jio,7152028.47665219,23.37292203554,4450.071524794,Jharkhand
Bihar,2020,Apr-2020,Tata Tele.,,,1993.905404988,Jharkhand
Bihar,2020,Apr-2020,Vodafone Idea,3255437.03418846,22.03498888906,483.67727058,Jharkhand
Karnataka,2020,Apr-2020,BSNL,7274791,55.42,849574,Karnataka
Karnataka,2020,Apr-2020,Bharti,,91.08,,Karnataka
Karnataka,2020,Apr-2020,Bharti Airtel,,,772675,Karnataka
Karnataka,2020,Apr-2020,Bharti Airtel (including Tata Tele.),28258387,,,Karnataka
Karnataka,2020,Apr-2020,Reliance Com.,1540,88.25,94797,Karnataka
Karnataka,2020,Apr-2020,Reliance Jio,20441097,68.86,55374,Karnataka
Karnataka,2020,Apr-2020,Tata Tele.,,,270724,Karnataka
Karnataka,2020,Apr-2020,Vodafone Idea,11030507,87.59,82917,Karnataka
Kerala,2020,Apr-2020,BSNL,10923184.4872306,65.7730594001,1427750.47208193,Kerala
Kerala,2020,Apr-2020,Bharti,,95.12640806409,,Kerala
Kerala,2020,Apr-2020,Bharti Airtel,,,60471.291698532,Kerala
Kerala,2020,Apr-2020,Bharti Airtel (including Tata Tele.),5527378.27797399,,,Kerala
Kerala,2020,Apr-2020,Reliance Com.,631.780676787,28.38521713716,9937.820219223,Kerala
Kerala,2020,Apr-2020,Reliance Jio,8973065.17585204,69.15652937531,15477.129470673,Kerala
Kerala,2020,Apr-2020,Tata Tele.,,,19539.289588403,Kerala
Kerala,2020,Apr-2020,Vodafone Idea,17569825.6118152,95.30606133711,5659.07810013,Kerala
Jammu and Kashmir,2020,Apr-2020,BSNL,27382.47834968,1.2569592636,2561.04083936,Ladakh
Jammu and Kashmir,2020,Apr-2020,Bharti,,2.0739500004,,Ladakh
Jammu and Kashmir,2020,Apr-2020,Bharti Airtel (including Tata Tele.),128311.32396668,,,Ladakh
Jammu and Kashmir,2020,Apr-2020,Reliance Com.,0,,0,Ladakh
Jammu and Kashmir,2020,Apr-2020,Reliance Jio,89153.86280516,1.618463458,349.17720736,Ladakh
Jammu and Kashmir,2020,Apr-2020,Tata Tele.,,,0,Ladakh
Jammu and Kashmir,2020,Apr-2020,Vodafone Idea,13539.18447832,1.7662124516,0,Ladakh
Kerala,2020,Apr-2020,BSNL,21081.512769426,0.1269405999,2755.527918066,Lakshadweep
Kerala,2020,Apr-2020,Bharti,,0.18359193591,,Lakshadweep
Kerala,2020,Apr-2020,Bharti Airtel,,,116.708301468,Lakshadweep
Kerala,2020,Apr-2020,Bharti Airtel (including Tata Tele.),10667.722026006,,,Lakshadweep
Kerala,2020,Apr-2020,Reliance Com.,1.219323213,0.05478286284,19.179780777,Lakshadweep
Kerala,2020,Apr-2020,Reliance Jio,17317.824147963,0.13347062469,29.870529327,Lakshadweep
Kerala,2020,Apr-2020,Tata Tele.,,,37.710411597,Lakshadweep
Kerala,2020,Apr-2020,Vodafone Idea,33909.388184835,0.18393866289,10.92189987,Lakshadweep
Madhya Pradesh,2020,Apr-2020,BSNL,4718158.15393397,35.35463220075,241648.4302277,Madhya Pradesh
Madhya Pradesh,2020,Apr-2020,Bharti,,69.2888648655,,Madhya Pradesh
Madhya Pradesh,2020,Apr-2020,Bharti Airtel,,,174789.780193325,Madhya Pradesh
Madhya Pradesh,2020,Apr-2020,Bharti Airtel (including Tata Tele.),10473955.1584872,,,Madhya Pradesh
Madhya Pradesh,2020,Apr-2020,Reliance Com.,554.84356875,35.11789894475,3394.1630579,Madhya Pradesh
Madhya Pradesh,2020,Apr-2020,Reliance Jio,22703180.8802492,65.752661854,38523.89866545,Madhya Pradesh
Madhya Pradesh,2020,Apr-2020,Tata Tele.,,,9674.99225615,Madhya Pradesh
Madhya Pradesh,2020,Apr-2020,Vodafone Idea,17512462.4588108,63.76262292075,1708.91819175,Madhya Pradesh
Maharashtra,2020,Apr-2020,BSNL,3528700.499999999,28.08,443636,Maharashtra
Maharashtra,2020,Apr-2020,Bharti,,50.365,,Maharashtra
Maharashtra,2020,Apr-2020,Bharti Airtel,,,56021,Maharashtra
Maharashtra,2020,Apr-2020,Bharti Airtel (including Tata Tele.),7879731.499999996,,,Maharashtra
Maharashtra,2020,Apr-2020,Reliance Com.,523,24.715,17472.5,Maharashtra
Maharashtra,2020,Apr-2020,Reliance Jio,15823741.999999996,42.965,18795.5,Maharashtra
Maharashtra,2020,Apr-2020,Tata Tele.,,,128109.5,Maharashtra
Maharashtra,2020,Apr-2020,Vodafone Idea,18497493.500000004,46.83,14871.5,Maharashtra
Mumbai,2020,Apr-2020,BSNL,0,,0,Maharashtra
Mumbai,2020,Apr-2020,Bharti,,69.66,,Maharashtra
Mumbai,2020,Apr-2020,Bharti Airtel,,,385451,Maharashtra
Mumbai,2020,Apr-2020,Bharti Airtel (including Tata Tele.),9743289,,,Maharashtra
Mumbai,2020,Apr-2020,MTNL,1178618,36.43,1697538,Maharashtra
Mumbai,2020,Apr-2020,Reliance Com.,2386,127.37,126539,Maharashtra
Mumbai,2020,Apr-2020,Reliance Jio,14036642,64.67,222464,Maharashtra
Mumbai,2020,Apr-2020,Tata Tele.,,,535719,Maharashtra
Mumbai,2020,Apr-2020,Vodafone Idea,12483442,71.74,86637,Maharashtra
North East,2020,Apr-2020,BSNL,87382.869639144,4.64254913388,5603.502524016,Manipur
North East,2020,Apr-2020,Bharti,,6.17176401456,,Manipur
North East,2020,Apr-2020,Bharti Airtel (including Tata Tele.),321463.92797916,,,Manipur
North East,2020,Apr-2020,Reliance Com.,0,,,Manipur
North East,2020,Apr-2020,Reliance Jio,228258.436980384,5.7587324964,419.769796704,Manipur
North East,2020,Apr-2020,Vodafone Idea,106445.085291312,5.2159267248,16.84569636,Manipur
North East,2020,Apr-2020,BSNL,90782.204577126,4.82315180277,5821.487833764,Meghalaya
North East,2020,Apr-2020,Bharti,,6.41185561524,,Meghalaya
North East,2020,Apr-2020,Bharti Airtel (including Tata Tele.),333969.39462489,,,Meghalaya
North East,2020,Apr-2020,Reliance Com.,0,,,Meghalaya
North East,2020,Apr-2020,Reliance Jio,237138.059301336,5.9827565031,436.099520616,Meghalaya
North East,2020,Apr-2020,Vodafone Idea,110585.971244148,5.4188347092,17.50102119,Meghalaya
North East,2020,Apr-2020,BSNL,33572.802428602,1.78368352379,2152.885158428,Mizoram
North East,2020,Apr-2020,Bharti,,2.37121319948,,Mizoram
North East,2020,Apr-2020,Bharti Airtel (including Tata Tele.),123507.55916503,,,Mizoram
North East,2020,Apr-2020,Reliance Com.,0,,,Mizoram
North East,2020,Apr-2020,Reliance Jio,87697.685359272,2.2125250537,161.277015832,Mizoram
North East,2020,Apr-2020,Vodafone Idea,40896.571979596,2.0039771884,6.47217513,Mizoram
North East,2020,Apr-2020,BSNL,60539.094339956,3.21637091062,3882.122083384,Nagaland
North East,2020,Apr-2020,Bharti,,4.27581521944,,Nagaland
North East,2020,Apr-2020,Bharti Airtel (including Tata Tele.),222711.10050734,,,Nagaland
North East,2020,Apr-2020,Reliance Com.,0,,,Nagaland
North East,2020,Apr-2020,Reliance Jio,158138.077947216,3.9896658386,290.817678896,Nagaland
North East,2020,Apr-2020,Vodafone Idea,73745.450190488,3.6136084952,11.67074514,Nagaland
Odisha,2020,Apr-2020,BSNL,6248099,64.83,185504,Orissa
Odisha,2020,Apr-2020,Bharti,,101.2,,Orissa
Odisha,2020,Apr-2020,Bharti Airtel (including Tata Tele.),11203486,,,Orissa
Odisha,2020,Apr-2020,Reliance Com.,364,13.46,1622,Orissa
Odisha,2020,Apr-2020,Reliance Jio,12587587,86.92,8648,Orissa
Odisha,2020,Apr-2020,Tata Tele.,,,8738,Orissa
Odisha,2020,Apr-2020,Vodafone Idea,3083567,85.58,5760,Orissa
Tamil Nadu,2020,Apr-2020,BSNL,213420.420516015,1.09194852234,19494.800795898,Puducherry
Tamil Nadu,2020,Apr-2020,BSNL (VNOs),1565.182892844,,,Puducherry
Tamil Nadu,2020,Apr-2020,Bharti,,1.59898534788,,Puducherry
Tamil Nadu,2020,Apr-2020,Bharti Airtel,,,9189.302821668,Puducherry
Tamil Nadu,2020,Apr-2020,Bharti Airtel (including Tata Tele.),421565.991728208,,,Puducherry
Tamil Nadu,2020,Apr-2020,Reliance Com.,53.22016311,1.23035495292,737.498835378,Puducherry
Tamil Nadu,2020,Apr-2020,Reliance Jio,405055.702865232,1.25551975848,1798.042360509,Puducherry
Tamil Nadu,2020,Apr-2020,Tata Tele.,,,2075.858413242,Puducherry
Tamil Nadu,2020,Apr-2020,Vodafone Idea,340974.154626831,1.5455951523,603.700284735,Puducherry
Punjab,2020,Apr-2020,BSNL,5530072.09953173,39.36263919672,298973.39841775,Punjab
Punjab,2020,Apr-2020,Bharti,,93.10851681712,,Punjab
Punjab,2020,Apr-2020,Bharti Airtel,,,126976.070376708,Punjab
Punjab,2020,Apr-2020,Bharti Airtel (including Tata Tele.),9675169.35639393,,,Punjab
Punjab,2020,Apr-2020,Quadrant,,,172971.83069754,Punjab
Punjab,2020,Apr-2020,Reliance Com.,302.201020072,19.97778262438,8862.331813314,Punjab
Punjab,2020,Apr-2020,Reliance Jio,13230679.117422,62.39112199208,39388.460169954,Punjab
Punjab,2020,Apr-2020,Tata Tele.,,,11583.097326304,Punjab
Punjab,2020,Apr-2020,Vodafone Idea,8780072.88691687,85.591744609,2897.68699626,Punjab
Rajasthan,2020,Apr-2020,BSNL,6275568,46.53,352049,Rajasthan
Rajasthan,2020,Apr-2020,Bharti,,97.46,,Rajasthan
Rajasthan,2020,Apr-2020,Bharti Airtel,,,56781,Rajasthan
Rajasthan,2020,Apr-2020,Bharti Airtel (including Tata Tele.),20821142,,,Rajasthan
Rajasthan,2020,Apr-2020,Reliance Com.,368,36.14,12378,Rajasthan
Rajasthan,2020,Apr-2020,Reliance Jio,24595250,76.09,40672,Rajasthan
Rajasthan,2020,Apr-2020,Tata Tele.,,,11463,Rajasthan
Rajasthan,2020,Apr-2020,Vodafone Idea,13334087,92.36,9960,Rajasthan
North East,2020,Apr-2020,BSNL,18682.709827608,0.99259040916,1198.045018512,Sikkim
North East,2020,Apr-2020,Bharti,,1.31954096592,,Sikkim
North East,2020,Apr-2020,Bharti Airtel (including Tata Tele.),68729.91595812,,,Sikkim
North East,2020,Apr-2020,Reliance Com.,0,,,Sikkim
North East,2020,Apr-2020,Reliance Jio,48802.312872288,1.2312336348,89.747994528,Sikkim
North East,2020,Apr-2020,Vodafone Idea,22758.266571984,1.1151801936,3.60165852,Sikkim
West Bengal,2020,Apr-2020,BSNL,15684.484519638,0.53184702834,1032.380131856,Sikkim
West Bengal,2020,Apr-2020,Bharti,,0.65261607484,,Sikkim
West Bengal,2020,Apr-2020,Bharti Airtel (including Tata Tele.),100885.359367478,,,Sikkim
West Bengal,2020,Apr-2020,Reliance Com.,5.366777902,0.17787791616,10.250479618,Sikkim
West Bengal,2020,Apr-2020,Reliance Jio,123003.128275646,0.60377905768,59.68968764,Sikkim
West Bengal,2020,Apr-2020,Tata Tele.,,,16.027541404,Sikkim
West Bengal,2020,Apr-2020,Vodafone Idea,124841.458157764,0.60007326776,0.79409784,Sikkim
Tamil Nadu,2020,Apr-2020,BSNL,12338324.579484,63.12805147766,1127039.1992041,Tamil Nadu
Tamil Nadu,2020,Apr-2020,BSNL (VNOs),90486.817107156,,,Tamil Nadu
Tamil Nadu,2020,Apr-2020,Bharti,,92.44101465212,,Tamil Nadu
Tamil Nadu,2020,Apr-2020,Bharti Airtel,,,531254.697178332,Tamil Nadu
Tamil Nadu,2020,Apr-2020,Bharti Airtel (including Tata Tele.),24371698.0082718,,,Tamil Nadu
Tamil Nadu,2020,Apr-2020,Reliance Com.,3076.77983689,71.12964504708,42636.501164622,Tamil Nadu
Tamil Nadu,2020,Apr-2020,Reliance Jio,23417200.2971348,72.58448024152,103948.957639491,Tamil Nadu
Tamil Nadu,2020,Apr-2020,Tata Tele.,,,120010.141586758,Tamil Nadu
Tamil Nadu,2020,Apr-2020,Vodafone Idea,19712498.8453732,89.3544048477,34901.299715265,Tamil Nadu
Telangana,2020,Apr-2020,BSNL,4089463.84779121,62.45,301453.440100651,Telangana
Telangana,2020,Apr-2020,Bharti,,94.4,,Telangana
Telangana,2020,Apr-2020,Bharti Airtel,,,87370.1555163533,Telangana
Telangana,2020,Apr-2020,Bharti Airtel (including Tata Tele.),11990442.6599269,,,Telangana
Telangana,2020,Apr-2020,Reliance Com.,915.434093115507,58.45,11587.3594815285,Telangana
Telangana,2020,Apr-2020,Reliance Jio,12664468.2573975,69.96,45254.3933463747,Telangana
Telangana,2020,Apr-2020,Tata Tele.,,,68581.8226079668,Telangana
Telangana,2020,Apr-2020,Vodafone Idea,7318152.30156913,90.63,21249.0793449438,Telangana
North East,2020,Apr-2020,BSNL,112416.164620102,5.97253866629,7208.784339428,Tripura
North East,2020,Apr-2020,Bharti,,7.93984040948,,Tripura
North East,2020,Apr-2020,Bharti Airtel (including Tata Tele.),413556.36403753,,,Tripura
North East,2020,Apr-2020,Reliance Com.,0,,,Tripura
North East,2020,Apr-2020,Reliance Jio,293649.523453272,7.4084843287,540.024729832,Tripura
North East,2020,Apr-2020,Vodafone Idea,136939.291196596,6.7101764884,21.67162263,Tripura
Uttar Pradesh East,2020,Apr-2020,BSNL,11703589,38.68,217783,Uttar Pradesh
Uttar Pradesh East,2020,Apr-2020,Bharti,,101.91,,Uttar Pradesh
Uttar Pradesh East,2020,Apr-2020,Bharti Airtel,,,62535,Uttar Pradesh
Uttar Pradesh East,2020,Apr-2020,Bharti Airtel (including Tata Tele.),30696400,,,Uttar Pradesh
Uttar Pradesh East,2020,Apr-2020,Reliance Com.,862,38.17,2710,Uttar Pradesh
Uttar Pradesh East,2020,Apr-2020,Reliance Jio,28427340,87.55,39240,Uttar Pradesh
Uttar Pradesh East,2020,Apr-2020,Tata Tele.,,,8173,Uttar Pradesh
Uttar Pradesh East,2020,Apr-2020,Vodafone Idea,27179466,90.76,13330,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,BSNL,3611973.38489081,26.23906923816,119309.845145697,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,Bharti,,63.7251796645,,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,Bharti Airtel,,,15838.878304858,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,Bharti Airtel (including Tata Tele.),8340366.0112131,,,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,Reliance Com.,181.2090417,7.04903172213,1260.610900093,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,Reliance Jio,12029879.9531076,46.6311267308,39185.851237486,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,Tata Tele.,,,2884.847943864,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,Vodafone Idea,13971879.7361325,54.46539763363,3352.36727145,Uttar Pradesh
Uttar Pradesh West,2020,Apr-2020,BSNL,2367816.61510919,17.20093076184,78213.154854303,Uttarakhand
Uttar Pradesh West,2020,Apr-2020,Bharti,,41.7748203355,,Uttarakhand
Uttar Pradesh West,2020,Apr-2020,Bharti Airtel,,,10383.121695142,Uttarakhand
Uttar Pradesh West,2020,Apr-2020,Bharti Airtel (including Tata Tele.),5467497.9887869,,,Uttarakhand
Uttar Pradesh West,2020,Apr-2020,Reliance Com.,118.7909583,4.62096827787,826.389099907,Uttarakhand
Uttar Pradesh West,2020,Apr-2020,Reliance Jio,7886146.04689239,30.5688732692,25688.148762514,Uttarakhand
Uttar Pradesh West,2020,Apr-2020,Tata Tele.,,,1891.152056136,Uttarakhand
Uttar Pradesh West,2020,Apr-2020,Vodafone Idea,9159217.26386752,35.70460236637,2197.63272855,Uttarakhand
Kolkata,2020,Apr-2020,BSNL,2105043,47.88,387892,West Bengal
Kolkata,2020,Apr-2020,Bharti,,86.86,,West Bengal
Kolkata,2020,Apr-2020,Bharti Airtel,,,131191,West Bengal
Kolkata,2020,Apr-2020,Bharti Airtel (including Tata Tele.),6105132,,,West Bengal
Kolkata,2020,Apr-2020,Reliance Com.,36,,32915,West Bengal
Kolkata,2020,Apr-2020,Reliance Jio,10056731,64.96,36583,West Bengal
Kolkata,2020,Apr-2020,Tata Tele.,,,48752,West Bengal
Kolkata,2020,Apr-2020,Vodafone Idea,7285432,84.72,12480,West Bengal
West Bengal,2020,Apr-2020,BSNL,2344698.16185241,79.50664544787,154332.123218008,West Bengal
West Bengal,2020,Apr-2020,Bharti,,97.56059940362,,West Bengal
West Bengal,2020,Apr-2020,Bharti Airtel (including Tata Tele.),15081510.4169075,,,West Bengal
West Bengal,2020,Apr-2020,Reliance Com.,802.288036061,26.59124834688,1532.360256299,West Bengal
West Bengal,2020,Apr-2020,Reliance Jio,18387930.3402609,90.25987720124,8923.10491402,West Bengal
West Bengal,2020,Apr-2020,Tata Tele.,,,2395.982272922,West Bengal
West Bengal,2020,Apr-2020,Vodafone Idea,18662745.1542309,89.70589286068,118.71093012,West Bengal
West Bengal,2020,Mar-2020,BSNL,9789.293022032,0.33839588468,670.097272519,Andaman and Nicobar Islands
West Bengal,2020,Mar-2020,Bharti,,0.40364969862,,Andaman and Nicobar Islands
West Bengal,2020,Mar-2020,Bharti Airtel (including Tata Tele.),63734.274525802,,,Andaman and Nicobar Islands
West Bengal,2020,Mar-2020,Reliance Com.,3.336936503,0.11165744269,6.661498705,Andaman and Nicobar Islands
West Bengal,2020,Mar-2020,Reliance Jio,76012.126099041,0.36025714978,33.765342662,Andaman and Nicobar Islands
West Bengal,2020,Mar-2020,Tata Tele.,,,10.200548791,Andaman and Nicobar Islands
West Bengal,2020,Mar-2020,Vodafone Idea,77628.48616903,0.39482269724,0.49497204,Andaman and Nicobar Islands
Andhra Pradesh,2020,Mar-2020,BSNL,5791450.41835012,64.49,442021.122472356,Andhra Pradesh
Andhra Pradesh,2020,Mar-2020,Bharti,,95.13,,Andhra Pradesh
Andhra Pradesh,2020,Mar-2020,Bharti Airtel,,,125385.308697732,Andhra Pradesh
Andhra Pradesh,2020,Mar-2020,Bharti Airtel (including Tata Tele.),17208867.3596935,,,Andhra Pradesh
Andhra Pradesh,2020,Mar-2020,Reliance Com.,1298.32435974193,58.47,17166.0167943125,Andhra Pradesh
Andhra Pradesh,2020,Mar-2020,Reliance Jio,17875388.4000221,73.77,59017.1948013436,Andhra Pradesh
Andhra Pradesh,2020,Mar-2020,Tata Tele.,,,97635.7503054506,Andhra Pradesh
Andhra Pradesh,2020,Mar-2020,Vodafone Idea,10619748.7284541,91.35,30095.9206550562,Andhra Pradesh
North East,2020,Mar-2020,BSNL,43003.314074711,2.267305275,2749.606453098,Arunachal Pradesh
North East,2020,Mar-2020,Bharti,,3.05723443281,,Arunachal Pradesh
North East,2020,Mar-2020,Bharti Airtel (including Tata Tele.),158174.652745302,,,Arunachal Pradesh
North East,2020,Mar-2020,Reliance Com.,0,,,Arunachal Pradesh
North East,2020,Mar-2020,Reliance Jio,110208.509730986,2.67632714661,189.395567305,Arunachal Pradesh
North East,2020,Mar-2020,Vodafone Idea,52056.996575893,2.59712261567,8.16229899,Arunachal Pradesh
Assam,2020,Mar-2020,BSNL,2790779,52.03,95015,Assam
Assam,2020,Mar-2020,Bharti,,99.25,,Assam
Assam,2020,Mar-2020,Bharti Airtel (including Tata Tele.),8353872,,,Assam
Assam,2020,Mar-2020,Reliance Com.,0,,,Assam
Assam,2020,Mar-2020,Reliance Jio,8275824,82.42,12875,Assam
Assam,2020,Mar-2020,Vodafone Idea,4183200,89.61,3450,Assam
North East,2020,Mar-2020,BSNL,969803.441822853,51.131883825,62008.658152254,Assam
North East,2020,Mar-2020,Bharti,,68.94623214963,,Assam
North East,2020,Mar-2020,Bharti Airtel (including Tata Tele.),3567127.92821095,,,Assam
North East,2020,Mar-2020,Reliance Com.,0,,,Assam
North East,2020,Mar-2020,Reliance Jio,2485403.61027968,60.35607566703,4271.216695515,Assam
North East,2020,Mar-2020,Vodafone Idea,1173980.55327904,58.56986852541,184.07478177,Assam
Bihar,2020,Mar-2020,BSNL,4273951.19521669,38.71999799658,111111.738514524,Bihar
Bihar,2020,Mar-2020,Bharti,,73.04327529498,,Bihar
Bihar,2020,Mar-2020,Bharti Airtel (including Tata Tele.),26560972.4574345,,,Bihar
Bihar,2020,Mar-2020,Reliance Com.,289.317890502,74.95687394082,1561.253498352,Bihar
Bihar,2020,Mar-2020,Reliance Jio,22421191.8644148,75.72383212824,13375.447042788,Bihar
Bihar,2020,Mar-2020,Tata Tele.,,,6380.180881884,Bihar
Bihar,2020,Mar-2020,Vodafone Idea,11080039.9052304,66.08749609026,1503.54179316,Bihar
Punjab,2020,Mar-2020,BSNL,210265.27079408,1.54660319853,11432.493754102,Chandigarh
Punjab,2020,Mar-2020,Bharti,,3.55162089486,,Chandigarh
Punjab,2020,Mar-2020,Bharti Airtel,,,5093.094216867,Chandigarh
Punjab,2020,Mar-2020,Bharti Airtel (including Tata Tele.),374318.103503869,,,Chandigarh
Punjab,2020,Mar-2020,Quadrant,,,6631.329531707,Chandigarh
Punjab,2020,Mar-2020,Reliance Com.,11.496744548,0.7713005836,343.592580732,Chandigarh
Punjab,2020,Mar-2020,Reliance Jio,501240.271444433,2.44269439542,1347.265656193,Chandigarh
Punjab,2020,Mar-2020,Tata Tele.,,,448.009216342,Chandigarh
Punjab,2020,Mar-2020,Vodafone Idea,339386.591332582,3.33369209789,110.23777209,Chandigarh
Madhya Pradesh,2020,Mar-2020,BSNL,1657255.40374625,12.7762410325,93263.176825775,Chhattisgarh
Madhya Pradesh,2020,Mar-2020,Bharti,,24.50904567925,,Chhattisgarh
Madhya Pradesh,2020,Mar-2020,Bharti Airtel,,,62614.5098194,Chhattisgarh
Madhya Pradesh,2020,Mar-2020,Bharti Airtel (including Tata Tele.),3767005.45295167,,,Chhattisgarh
Madhya Pradesh,2020,Mar-2020,Reliance Com.,195.15643125,12.41975528475,1220.8986339,Chhattisgarh
Madhya Pradesh,2020,Mar-2020,Reliance Jio,7940820.4716412,23.77525749775,13019.015632975,Chhattisgarh
Madhya Pradesh,2020,Mar-2020,Tata Tele.,,,3469.62113905,Chhattisgarh
Madhya Pradesh,2020,Mar-2020,Vodafone Idea,6211225.5227935,22.93218171475,601.08180825,Chhattisgarh
Gujarat,2020,Mar-2020,BSNL,34419.47585577,0.28678719396,3625.537573038,Dadra and Nagar Haveli
Gujarat,2020,Mar-2020,Bharti,,0.52812323601,,Dadra and Nagar Haveli
Gujarat,2020,Mar-2020,Bharti Airtel,,,560.271337014,Dadra and Nagar Haveli
Gujarat,2020,Mar-2020,Bharti Airtel (including Tata Tele.),61915.040377521,,,Dadra and Nagar Haveli
Gujarat,2020,Mar-2020,Reliance Com.,3.407428365,0.16479562638,54.772298925,Dadra and Nagar Haveli
Gujarat,2020,Mar-2020,Reliance Jio,133794.409442529,0.44217719163,733.740417414,Dadra and Nagar Haveli
Gujarat,2020,Mar-2020,Tata Tele.,,,481.004978652,Dadra and Nagar Haveli
Gujarat,2020,Mar-2020,Vodafone Idea,152474.708971053,0.52350490335,180.520485876,Dadra and Nagar Haveli
Gujarat,2020,Mar-2020,BSNL,24359.07636906,0.20296274088,2565.836475564,Daman and Diu
Gujarat,2020,Mar-2020,Bharti,,0.37375915578,,Daman and Diu
Gujarat,2020,Mar-2020,Bharti Airtel,,,396.510752892,Daman and Diu
Gujarat,2020,Mar-2020,Bharti Airtel (including Tata Tele.),43818.017545338,,,Daman and Diu
Gujarat,2020,Mar-2020,Reliance Com.,2.41147797,0.11662784364,38.76301365,Daman and Diu
Gujarat,2020,Mar-2020,Reliance Jio,94687.910153562,0.31293410814,519.276904092,Daman and Diu
Gujarat,2020,Mar-2020,Tata Tele.,,,340.412999256,Daman and Diu
Gujarat,2020,Mar-2020,Vodafone Idea,107908.182441234,0.3704907063,127.756515528,Daman and Diu
Delhi,2020,Mar-2020,BSNL,,,0,Delhi
Delhi,2020,Mar-2020,Bharti,,88.85,,Delhi
Delhi,2020,Mar-2020,Bharti Airtel,,,1491730,Delhi
Delhi,2020,Mar-2020,Bharti Airtel (including Tata Tele.),15622321,,,Delhi
Delhi,2020,Mar-2020,MTNL,2181486,15.96,1395358,Delhi
Delhi,2020,Mar-2020,Reliance Com.,1789,29.26,67232,Delhi
Delhi,2020,Mar-2020,Reliance Jio,18259352,71.03,87626,Delhi
Delhi,2020,Mar-2020,Tata Tele.,,,147802,Delhi
